author_id,affiliation_id
A0161,AFF0033
A0161,AFF0033
A0162,AFF0014
A0162,AFF0014
A0162,AFF0014
A0159,AFF0014
A0159,AFF0014
A0159,AFF0014
A0163,AFF0014
A0163,AFF0014
A0163,AFF0014
A0164,AFF0009
A0164,AFF0009
A0164,AFF0008
A0165,AFF0009
A0165,AFF0009
A0165,AFF0008
A0166,AFF0009
A0166,AFF0009
A0166,AFF0008
A0167,AFF0001
A0168,AFF0010
A0168,AFF0010
A0168,AFF0010
A0169,AFF0010
A0169,AFF0010
A0169,AFF0010
A0170,AFF0010
A0170,AFF0010
A0170,AFF0010
A0171,AFF0012
A0171,AFF0012
A0171,AFF0034
A0172,AFF0012
A0172,AFF0012
A0172,AFF0034
A0173,AFF0012
A0173,AFF0012
A0173,AFF0034
A0174,AFF0014
A0174,AFF0035
A0175,AFF0014
A0175,AFF0035
A0176,AFF0036
A0176,AFF0036
A0176,AFF0012
A0177,AFF0036
A0177,AFF0036
A0177,AFF0012
A0178,AFF0036
A0178,AFF0036
A0178,AFF0012
A0176,AFF0036
A0176,AFF0036
A0176,AFF0012
A0177,AFF0036
A0177,AFF0036
A0177,AFF0012
A0178,AFF0036
A0178,AFF0036
A0178,AFF0012
A0179,AFF0020
A0179,AFF0037
A0180,AFF0020
A0180,AFF0037
A0181,AFF0011
A0181,AFF0011
A0182,AFF0011
A0182,AFF0011
A0183,AFF0008
A0183,AFF0008
A0183,AFF0018
A0009,AFF0008
A0009,AFF0008
A0009,AFF0018
A0184,AFF0008
A0184,AFF0008
A0184,AFF0018
A0185,AFF0014
A0185,AFF0014
A0163,AFF0014
A0163,AFF0014
A0186,AFF0012
A0186,AFF0012
A0186,AFF0034
A0098,AFF0012
A0098,AFF0012
A0098,AFF0034
A0187,AFF0012
A0187,AFF0012
A0187,AFF0034
A0188,AFF0012
A0188,AFF0012
A0188,AFF0034
A0189,AFF0012
A0189,AFF0012
A0189,AFF0034
A0190,AFF0010
A0190,AFF0010
A0190,AFF0038
A0023,AFF0010
A0023,AFF0010
A0023,AFF0038
A0191,AFF0010
A0191,AFF0010
A0191,AFF0038
A0162,AFF0014
A0162,AFF0014
A0162,AFF0014
A0159,AFF0014
A0159,AFF0014
A0159,AFF0014
A0163,AFF0014
A0163,AFF0014
A0163,AFF0014
A0162,AFF0014
A0162,AFF0014
A0162,AFF0014
A0159,AFF0014
A0159,AFF0014
A0159,AFF0014
A0163,AFF0014
A0163,AFF0014
A0163,AFF0014
A0192,AFF0003
A0192,AFF0003
A0192,AFF0003
A0192,AFF0003
A0193,AFF0003
A0193,AFF0003
A0193,AFF0003
A0193,AFF0003
A0194,AFF0003
A0194,AFF0003
A0194,AFF0003
A0194,AFF0003
A0195,AFF0003
A0195,AFF0003
A0195,AFF0003
A0195,AFF0003
A0028,AFF0014
A0028,AFF0014
A0196,AFF0014
A0196,AFF0014
A0197,AFF0012
A0197,AFF0012
A0197,AFF0034
A0198,AFF0012
A0198,AFF0012
A0198,AFF0034
A0199,AFF0012
A0199,AFF0012
A0199,AFF0034
A0200,AFF0020
A0200,AFF0020
A0200,AFF0024
A0092,AFF0020
A0092,AFF0020
A0092,AFF0024
A0201,AFF0020
A0201,AFF0020
A0201,AFF0024
A0028,AFF0014
A0028,AFF0011
A0202,AFF0014
A0202,AFF0011
A0203,AFF0003
A0203,AFF0014
A0203,AFF0014
A0203,AFF0014
A0193,AFF0003
A0193,AFF0014
A0193,AFF0014
A0193,AFF0014
A0194,AFF0003
A0194,AFF0014
A0194,AFF0014
A0194,AFF0014
A0195,AFF0003
A0195,AFF0014
A0195,AFF0014
A0195,AFF0014
A0028,AFF0014
A0028,AFF0014
A0196,AFF0014
A0196,AFF0014
A0204,AFF0039
A0204,AFF0039
A0204,AFF0039
A0205,AFF0039
A0205,AFF0039
A0205,AFF0039
A0206,AFF0039
A0206,AFF0039
A0206,AFF0039
A0207,AFF0021
A0207,AFF0021
A0207,AFF0040
A0208,AFF0021
A0208,AFF0021
A0208,AFF0040
A0209,AFF0021
A0209,AFF0021
A0209,AFF0040
A0210,AFF0022
A0211,AFF0022
A0212,AFF0022
A0213,AFF0022
A0214,AFF0022
A0215,AFF0022
A0216,AFF0022
A0217,AFF0022
A0218,AFF0022
A0219,AFF0022
A0220,AFF0022
A0221,AFF0009
A0221,AFF0009
A0221,AFF0009
A0221,AFF0001
A0222,AFF0009
A0222,AFF0009
A0222,AFF0009
A0222,AFF0001
A0223,AFF0009
A0223,AFF0009
A0223,AFF0009
A0223,AFF0001
A0224,AFF0009
A0224,AFF0009
A0224,AFF0009
A0224,AFF0001
A0225,AFF0020
A0225,AFF0037
A0226,AFF0020
A0226,AFF0037
A0225,AFF0020
A0225,AFF0037
A0227,AFF0020
A0227,AFF0037
A0228,AFF0020
A0228,AFF0037
A0225,AFF0020
A0225,AFF0037
A0123,AFF0021
A0123,AFF0001
A0123,AFF0009
A0229,AFF0021
A0229,AFF0001
A0229,AFF0009
A0230,AFF0021
A0230,AFF0001
A0230,AFF0009
A0231,AFF0022
A0232,AFF0022
A0233,AFF0022
A0234,AFF0008
A0234,AFF0008
A0009,AFF0008
A0009,AFF0008
A0235,AFF0014
A0235,AFF0014
A0235,AFF0009
A0235,AFF0009
A0028,AFF0014
A0028,AFF0014
A0028,AFF0009
A0028,AFF0009
A0236,AFF0014
A0236,AFF0014
A0236,AFF0009
A0236,AFF0009
A0016,AFF0014
A0016,AFF0014
A0016,AFF0009
A0016,AFF0009
A0237,AFF0021
A0238,AFF0041
A0239,AFF0012
A0239,AFF0042
A0239,AFF0021
A0239,AFF0043
A0239,AFF0003
A0239,AFF0042
A0240,AFF0012
A0240,AFF0042
A0240,AFF0021
A0240,AFF0043
A0240,AFF0003
A0240,AFF0042
A0241,AFF0012
A0241,AFF0042
A0241,AFF0021
A0241,AFF0043
A0241,AFF0003
A0241,AFF0042
A0242,AFF0012
A0242,AFF0042
A0242,AFF0021
A0242,AFF0043
A0242,AFF0003
A0242,AFF0042
A0243,AFF0012
A0243,AFF0042
A0243,AFF0021
A0243,AFF0043
A0243,AFF0003
A0243,AFF0042
A0244,AFF0012
A0244,AFF0042
A0244,AFF0021
A0244,AFF0043
A0244,AFF0003
A0244,AFF0042
A0245,AFF0012
A0245,AFF0042
A0245,AFF0021
A0245,AFF0043
A0245,AFF0003
A0245,AFF0042
A0246,AFF0009
A0246,AFF0012
A0246,AFF0003
A0247,AFF0009
A0247,AFF0012
A0247,AFF0003
A0248,AFF0009
A0248,AFF0012
A0248,AFF0003
A0249,AFF0010
A0249,AFF0010
A0249,AFF0010
A0249,AFF0003
A0249,AFF0010
A0249,AFF0010
A0250,AFF0010
A0250,AFF0010
A0250,AFF0010
A0250,AFF0003
A0250,AFF0010
A0250,AFF0010
A0251,AFF0010
A0251,AFF0010
A0251,AFF0010
A0251,AFF0003
A0251,AFF0010
A0251,AFF0010
A0245,AFF0010
A0245,AFF0010
A0245,AFF0010
A0245,AFF0003
A0245,AFF0010
A0245,AFF0010
A0252,AFF0010
A0252,AFF0010
A0252,AFF0010
A0252,AFF0003
A0252,AFF0010
A0252,AFF0010
A0253,AFF0010
A0253,AFF0010
A0253,AFF0010
A0253,AFF0003
A0253,AFF0010
A0253,AFF0010
A0254,AFF0010
A0254,AFF0010
A0254,AFF0003
A0250,AFF0010
A0250,AFF0010
A0250,AFF0003
A0255,AFF0010
A0255,AFF0010
A0255,AFF0003
A0256,AFF0044
A0256,AFF0044
A0256,AFF0010
A0256,AFF0003
A0256,AFF0010
A0250,AFF0044
A0250,AFF0044
A0250,AFF0010
A0250,AFF0003
A0250,AFF0010
A0251,AFF0044
A0251,AFF0044
A0251,AFF0010
A0251,AFF0003
A0251,AFF0010
A0245,AFF0044
A0245,AFF0044
A0245,AFF0010
A0245,AFF0003
A0245,AFF0010
A0257,AFF0044
A0257,AFF0044
A0257,AFF0010
A0257,AFF0003
A0257,AFF0010
A0258,AFF0044
A0258,AFF0044
A0258,AFF0010
A0259,AFF0044
A0259,AFF0044
A0259,AFF0010
A0251,AFF0044
A0251,AFF0044
A0251,AFF0010
A0260,AFF0010
A0260,AFF0044
A0260,AFF0044
A0259,AFF0010
A0259,AFF0044
A0259,AFF0044
A0261,AFF0010
A0261,AFF0044
A0261,AFF0044
